Name	Set	ImageFile	Type	Bonus	Slot	Value	Card	Text
Magnetic Boots	Star	star_treasure036,startreasureback	Treasure	+1 Bonus	Footgear	300 Gold Pieces	Item	--
Maser	Star	star_treasure037,startreasureback	Treasure	+3 Bonus	2 Hands	600 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Mechwalker	Star	star_treasure038,startreasureback	Treasure	+4 Bonus	Complex	600 Gold Pieces	Item	Usable by Trader Only
Med Kit1	Star	star_treasure039,startreasureback	Treasure	Go Up A Level	--	700 Gold Pieces	UOO	Play immediately when you lose a level.  One lost level is restored.  Usable once only.
Med Kit2	Star	star_treasure040,startreasureback	Treasure	Go Up A Level	--	700 Gold Pieces	UOO	Play immediately when you lose a level.  One lost level is restored.  Usable once only.
Mental Amplifier	Star	star_treasure041,startreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Psychic Only
Mind Control Gas	Star	star_treasure042,startreasureback	Treasure	--	--	500 Gold Pieces	UOO	Play during any combat.  A single monster screams in fear and runs away, leaving its treasure.  The monster is not killed and does not count for levels.  Usable once only.
Monolith	Star	star_treasure043,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Neuronic Whip	Star	star_treasure044,startreasureback	Treasure	+4 Bonus	1 Hand	500 Gold Pieces	Item	Usable by Mutant Only
No-Brainer	Star	star_treasure045,startreasureback	Treasure	+2 Bonus	1 Hand	300 Gold Pieces	Item	Not Usable by Psychic.
Nova Flash Grenade	Star	star_treasure046,startreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Play during any combat.  +3 to either side.  Usable once only.
Obliterate Peaceful Planet	Star	star_treasure047,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Orb of Prediction	Star	star_treasure048,startreasureback	Treasure	+3 Bonus	--	600 Gold Pieces	Item	Usable by Psychic Only
Paradox In A Box	Star	star_treasure049,startreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Play when someone has just opened a door and turned over a Door card.  It is now the turn of the player you choose - he is the one who turned over the card.  After this turn, play then proceeds to the next player.  Yes, this can give you two turns in a row.  Usable once only; put this card on the bottom of the discards.
Paralysis Wand	Star	star_treasure050,startreasureback	Treasure	+3 Bonus	1 Hand	500 Gold Pieces	Item	Usable by Trader Only
Permanent Wave	Star	star_treasure051,startreasureback	Treasure	--	Headgear	400 Gold Pieces	Item	Gives you one extra hand to carry things with.
Photon Cutlass	Star	star_treasure052,startreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Human Only
Pink Stamps	Star	star_treasure053,startreasureback	Treasure	--	--	No Value	UOO	Usable only by a Trader.  Turn in the Pink Stamps to take the top card of either discard pile at any time except during combat.  Usable once only.
Plot Device	Star	star_treasure054,startreasureback	Treasure	--	--	1,100 Gold Pieces	UOO	Go through the discards to find any one card you want.  Take that card and discard this one.
Raser	Star	star_treasure055,startreasureback	Treasure	+2 Bonus	2 Hands	500 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Ray Gun	Star	star_treasure056,startreasureback	Treasure	+2 Bonus	1 Hand	400 Gold Pieces	Item	An extra +1 for anyone named Ray.  Or Raye, or Rae, or Rey…
Rocket Boots	Star	star_treasure057,startreasureback	Treasure	--	Complex; Footgear	400 Gold Pieces	Item	Gives you +2 to Run Away.
Shmaser	Star	star_treasure058,startreasureback	Treasure	+3 Bonus	2 Hands	600 Gold Pieces	Item	Can be combined with other laser weapons into a single 2-handed weapon.
Sonic Plasma Barf Grenade	Star	star_treasure059,startreasureback	Treasure	+4 Bonus	--	200 Gold Pieces	UOO	Play during any combat.  +4 to either side.  Usable once only.
Stasis Field	Star	star_treasure060,startreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Play after a combat when someone tries to Run Away, either to immobilize all monster(s) and make escape automatic for the player(s), or to immobilize all player(s) and cause the Bad Stuff to happen.  Usable once only.
Stupidity Field	Star	star_treasure061,startreasureback	Treasure	+4 Bonus	1 Hand	600 Gold Pieces	Item	Usable by Human Only
Super-Serum	Star	star_treasure062,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Support GM With Bogus Science	Star	star_treasure063,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Symbiotic Partner	Star	star_treasure064,startreasureback	Treasure	+3 Bonus	--	500 Gold Pieces	Item	Usable by Cyborg Only.
Tailgun	Star	star_treasure065,startreasureback	Treasure	+4 Bonus	--	500 Gold Pieces	Item	Usable by Feline Only
Targeting Array	Star	star_treasure066,startreasureback	Treasure	+4 Bonus	Complex; Headgear	600 Gold Pieces	Item	Usable by Bounty Hunter only
Time Warp1	Star	star_treasure067,startreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Play immediately after any Trap goes off or any one-shot item is used.  The Trap or item is discarded and has no effect.  One Time Warp can cancel another, in which case the original flow of time is unaffected.  Usable once only.
Time Warp2	Star	star_treasure068,startreasureback	Treasure	--	--	1,000 Gold Pieces	UOO	Play immediately after any Trap goes off or any one-shot item is used.  The Trap or item is discarded and has no effect.  One Time Warp can cancel another, in which case the original flow of time is unaffected.  Usable once only.
Undo Top Button	Star	star_treasure069,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Vibrating Virus Grenade	Star	star_treasure070,startreasureback	Treasure	+3 Bonus	--	100 Gold Pieces	UOO	Play during any combat.  +3 to either side.  Usable once only.
Vibrosword	Star	star_treasure071,startreasureback	Treasure	+3 Bonus	1 Hand	600 Gold Pieces	Item	Not Usable by Trader
Visited By Future Self	Star	star_treasure072,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
We Come In Peace Speech	Star	star_treasure073,startreasureback	Treasure	+5 Bonus	--	No Value	UOO	Play during any combat.  +5 against the monster only.  Poor monster.  Usable once only.
X-Ray Specs	Star	star_treasure074,startreasureback	Treasure	+1 Bonus	Headgear	200 Gold Pieces	Item	Can be worn along with any other Headgear.  If Headgear is lost, it all goes away together.
Absolute Zero	Star 2: The Clown Wars	star2cw_door001,stardoorback	Door	--	--	--	--	text
Alien Bathroom	Star 2: The Clown Wars	star2cw_door002,stardoorback	Door	--	--	--	--	text
Alien Boudoir	Star 2: The Clown Wars	star2cw_door003,stardoorback	Door	--	--	--	--	text
Asteroid Minors	Star 2: The Clown Wars	star2cw_door004,stardoorback	Door	--	--	--	--	text
B Movie Girls	Star 2: The Clown Wars	star2cw_door005,stardoorback	Door	--	--	--	--	text
Bobby Feet	Star 2: The Clown Wars	star2cw_door006,stardoorback	Door	--	--	--	--	text
Borelon	Star 2: The Clown Wars	star2cw_door007,stardoorback	Door	--	--	--	--	text
Bounty Hunter	Star 2: The Clown Wars	star2cw_door008,stardoorback	Door	--	--	--	--	text
Bug	Star 2: The Clown Wars	star2cw_door009,stardoorback	Door	--	--	--	--	text
Bug2	Star 2: The Clown Wars	star2cw_door010,stardoorback	Door	--	--	--	--	text
Bug3	Star 2: The Clown Wars	star2cw_door011,stardoorback	Door	--	--	--	--	text
Bug4	Star 2: The Clown Wars	star2cw_door012,stardoorback	Door	--	--	--	--	text
Cantina	Star 2: The Clown Wars	star2cw_door013,stardoorback	Door	--	--	--	--	text
Cheat!	Star 2: The Clown Wars	star2cw_door014,stardoorback	Door	--	--	--	--	text
Clowntrooper	Star 2: The Clown Wars	star2cw_door015,stardoorback	Door	--	--	--	--	text
Continuity Error	Star 2: The Clown Wars	star2cw_door016,stardoorback	Door	--	--	--	--	text
Cyborg	Star 2: The Clown Wars	star2cw_door017,stardoorback	Door	--	--	--	--	text
Dog Star	Star 2: The Clown Wars	star2cw_door018,stardoorback	Door	--	--	--	--	text
Dr. Kromedome	Star 2: The Clown Wars	star2cw_door019,stardoorback	Door	--	--	--	--	text
Electric Eye	Star 2: The Clown Wars	star2cw_door020,stardoorback	Door	--	--	--	--	text
Feline	Star 2: The Clown Wars	star2cw_door021,stardoorback	Door	--	--	--	--	text
Fractal Pterodactyl	Star 2: The Clown Wars	star2cw_door022,stardoorback	Door	--	--	--	--	text
Gadgeteer	Star 2: The Clown Wars	star2cw_door023,stardoorback	Door	--	--	--	--	text
Guy with Fake Ears	Star 2: The Clown Wars	star2cw_door024,stardoorback	Door	--	--	--	--	text
Half-Breed	Star 2: The Clown Wars	star2cw_door025,stardoorback	Door	--	--	--	--	text
Hive Mind	Star 2: The Clown Wars	star2cw_door026,stardoorback	Door	--	--	--	--	text
I Am Your Father!	Star 2: The Clown Wars	star2cw_door027,stardoorback	Door	--	--	--	--	text
Insane	Star 2: The Clown Wars	star2cw_door028,stardoorback	Door	--	--	--	--	text
Killer Penguins	Star 2: The Clown Wars	star2cw_door029,stardoorback	Door	--	--	--	--	text
Laboratory	Star 2: The Clown Wars	star2cw_door030,stardoorback	Door	--	--	--	--	text
Miss Ile	Star 2: The Clown Wars	star2cw_door031,stardoorback	Door	--	--	--	--	text
Misunderstood	Star 2: The Clown Wars	star2cw_door032,stardoorback	Door	--	--	--	--	text
Mutant	Star 2: The Clown Wars	star2cw_door033,stardoorback	Door	--	--	--	--	text
Nerds of Prey	Star 2: The Clown Wars	star2cw_door034,stardoorback	Door	--	--	--	--	text
Outside!	Star 2: The Clown Wars	star2cw_door035,stardoorback	Door	--	--	--	--	text
Psychic	Star 2: The Clown Wars	star2cw_door036,stardoorback	Door	--	--	--	--	text
Red Dwarf	Star 2: The Clown Wars	star2cw_door037,stardoorback	Door	--	--	--	--	text
Rock	Star 2: The Clown Wars	star2cw_door038,stardoorback	Door	--	--	--	--	text
Sailor Goon	Star 2: The Clown Wars	star2cw_door039,stardoorback	Door	--	--	--	--	text
Self-Delivering Junk Mail	Star 2: The Clown Wars	star2cw_door040,stardoorback	Door	--	--	--	--	text
Shape-Changing	Star 2: The Clown Wars	star2cw_door041,stardoorback	Door	--	--	--	--	text
Sidekick: Blinky	Star 2: The Clown Wars	star2cw_door042,stardoorback	Door	--	--	--	--	text
Sidekick: Kid Sister	Star 2: The Clown Wars	star2cw_door043,stardoorback	Door	--	--	--	--	text
Sidekick: Ralph the Wonder Dog	Star 2: The Clown Wars	star2cw_door044,stardoorback	Door	--	--	--	--	text
Sidekick: Red Shirt	Star 2: The Clown Wars	star2cw_door045,stardoorback	Door	--	--	--	--	text
Sidekick: The Professor	Star 2: The Clown Wars	star2cw_door046,stardoorback	Door	--	--	--	--	text
Space Mummy	Star 2: The Clown Wars	star2cw_door047,stardoorback	Door	--	--	--	--	text
Space Opera Singer	Star 2: The Clown Wars	star2cw_door048,stardoorback	Door	--	--	--	--	text
Space Ranger	Star 2: The Clown Wars	star2cw_door049,stardoorback	Door	--	--	--	--	text
Space Ranger2	Star 2: The Clown Wars	star2cw_door050,stardoorback	Door	--	--	--	--	text
Space Ranger3	Star 2: The Clown Wars	star2cw_door051,stardoorback	Door	--	--	--	--	text
Space Ranger4	Star 2: The Clown Wars	star2cw_door052,stardoorback	Door	--	--	--	--	text
Super Munchkin	Star 2: The Clown Wars	star2cw_door053,stardoorback	Door	--	--	--	--	text
Telepathic	Star 2: The Clown Wars	star2cw_door054,stardoorback	Door	--	--	--	--	text
The Cheese of Evil	Star 2: The Clown Wars	star2cw_door055,stardoorback	Door	--	--	--	--	text
The Claw	Star 2: The Clown Wars	star2cw_door056,stardoorback	Door	--	--	--	--	text
Trader	Star 2: The Clown Wars	star2cw_door057,stardoorback	Door	--	--	--	--	text
Transporter Twin	Star 2: The Clown Wars	star2cw_door058,stardoorback	Door	--	--	--	--	text
Trap!Acid Jet	Star 2: The Clown Wars	star2cw_door059,stardoorback	Door	--	--	--	--	text
Trap!Big Bang	Star 2: The Clown Wars	star2cw_door060,stardoorback	Door	--	--	--	--	text
Trap!Black Hole	Star 2: The Clown Wars	star2cw_door061,stardoorback	Door	--	--	--	--	text
Trap!Orbital Decay	Star 2: The Clown Wars	star2cw_door062,stardoorback	Door	--	--	--	--	text
Trap!Suppressor Field	Star 2: The Clown Wars	star2cw_door063,stardoorback	Door	--	--	--	--	text
Trap! The Most Fiendish Trap Of All!	Star 2: The Clown Wars	star2cw_door064,stardoorback	Door	--	--	--	--	text
Trash Compactor	Star 2: The Clown Wars	star2cw_door065,stardoorback	Door	--	--	--	--	text
Two-Headed Space Elvis	Star 2: The Clown Wars	star2cw_door066,stardoorback	Door	--	--	--	--	text
Ultra Violet	Star 2: The Clown Wars	star2cw_door067,stardoorback	Door	--	--	--	--	text
Wandering Monster	Star 2: The Clown Wars	star2cw_door068,stardoorback	Door	--	--	--	--	text
Wandering Monster2	Star 2: The Clown Wars	star2cw_door069,stardoorback	Door	--	--	--	--	text
Xqwzzmp	Star 2: The Clown Wars	star2cw_door070,stardoorback	Door	--	--	--	--	text
10-Cell Flashlight	Star 2: The Clown Wars	star2cw_treasure001,startreasureback	Treasure	+3 Bonus	1 Hand	400 Gold Pieces	Item	Usable by Space Ranger Only
Alien Backscratcher	Star 2: The Clown Wars	star2cw_treasure002,startreasureback	Treasure	+4 Bonus	Complex; 2 Hands	900 Gold Pieces	Item	Usable by Bug Only
Asteroid Belt	Star 2: The Clown Wars	star2cw_treasure003,startreasureback	Treasure	+3 Bonus	--	600 Gold Pieces	Item	Usable by Bug Only
Astro-Food	Star 2: The Clown Wars	star2cw_treasure004,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Autoflee 1000	Star 2: The Clown Wars	star2cw_treasure005,startreasureback	Treasure	--	Footgear	400 Gold Pieces	Item	Not Usable by Space Ranger.  +2 to Run Away.
Buzzboots	Star 2: The Clown Wars	star2cw_treasure006,startreasureback	Treasure	+2 Bonus	Footgear	600 Gold Pieces	Item	--
Can Opener Grenade	Star 2: The Clown Wars	star2cw_treasure007,startreasureback	Treasure	+5 Bonus	--	300 Gold Pieces	UOO	Play during any combat.  +5 if used to aid a player.  If used to aid a monster, one player in the combat (grenade thrower's choice) loses his armor.  Usable once only.
Cosmic String	Star 2: The Clown Wars	star2cw_treasure008,startreasureback	Treasure	--	--	400 Gold Pieces	Item	If a Feline helps the owner of the Cosmic String in combat, the Feline goes up a level, in addition to any other rewards earned.
Crawl Through Air Vents	Star 2: The Clown Wars	star2cw_treasure009,startreasureback	Treasure	--	--	--	UOO	Play when you are fighting a monster.  You get a +5 bonus to this combat, and if you have to Run Away anyway, your escape is automatic unless the monster's Bad Stuff allows no chance to escape.  Discard after use.
Director's Edition Special Cut	Star 2: The Clown Wars	star2cw_treasure010,startreasureback	Treasure	--	--	--	UOO	Play when you fight a monster and lose.  Instead of Running Away, discard all one-shot cards and monster enhancers that have been played for either side.  Return Wandering Monseters to those who played them, and restart the combat as through the door hadjust been kicked down.  Discard after use.
Discover a New Life Form	Star 2: The Clown Wars	star2cw_treasure011,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Earn the Thanks of Intelligent Beings Everywhere	Star 2: The Clown Wars	star2cw_treasure012,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Enhance Your Micro-Chloridians	Star 2: The Clown Wars	star2cw_treasure013,startreasureback	Treasure	Go Up A Level	--	--	GUAL	--
Exoskeleton	Star 2: The Clown Wars	star2cw_treasure014,startreasureback	Treasure	+4 Bonus	Complex; 1 Hand, Armor	1,200 Gold Pieces	Item	Requires one hand on the controls at all times…
Experimental	Star 2: The Clown Wars	star2cw_treasure015,startreasureback	Treasure	+3 Bonus	--	--	Enhancer	This card must be placed with an item that gives a combat bonus.  That item is now the Experimental (whatever), and gives an extra +3 in combat.  It becomes Complex, if it was not already.  This card goes with the item if it is lost, stolen, or discarded.
